experiment_id,session_id,search_method,detector,scenario_id,random_seed,repetition,iteration,execution_timestamp_utc,fog_percent,illumination_lux,camera_noise,detected_intruder_count,visible_intruder_count,target_detection_count,person_detection_count,vehicle_detection_count,person_true_positive_count,vehicle_true_positive_count,maximum_same_class_iou,person_ap50,vehicle_ap50,map50,verdict,nonfail_anchor,fail_anchor,next_environment,next_condition_calculation,first_fail_discovered,cache_key,evaluation_cache_hit,model_weights_filename,model_weights_sha256,weights_provenance,ultralytics_version,python_version,matlab_version,matlab_release,device_name,actual_image_width,actual_image_height,yolo_input_size,confidence_threshold,nms_iou_threshold,ap_iou_threshold,class_mapping,simulation_seconds,geometry_simulation_seconds,frame_rendering_seconds,yolov8_inference_seconds,metric_scoring_seconds,next_scenario_seconds,accounted_iteration_seconds,iteration_wall_seconds
kci_yolov8s_boundary_search_v1,kci_yolov8s_boundary_search_v1__20260901_230930_019760__seed42,symmetric,yolov8,mountain_uav_default_layout,42,1,1,2026-09-01T14:09:31.854739+00:00,5.0,12000.0,0.02,0,5,44,44,0,0,0,0.4834510520760444,0.0,0.0,0.0,FAIL,null,"{""cache_key"": ""40e6dc6ae0acf5e2b40d"", ""camera_noise"": 0.02, ""fog_percent"": 5.0, ""illumination_lux"": 12000.0, ""map50"": 0.0, ""verdict"": ""FAIL""}",null,stop_unbracketed: FAIL exists but no PASS/MARGINAL anchor,True,40e6dc6ae0acf5e2b40d,True,yolov8s.pt,1F47A78BF100391C2A140B7AC73A1CAAE18C32779BE7D310658112F7AC9AA78A,general Ultralytics COCO pretrained yolov8s; not custom-trained,8.4.46,3.11.9,25.2.0.3150157 (R2025b) Update 4,2025b,NVIDIA GeForce RTX 2060,640,360,640,0.25,0.7,0.5,"{""0"": ""person"", ""2"": ""vehicle"", ""3"": ""vehicle"", ""5"": ""vehicle"", ""7"": ""vehicle""}",66.0171617,19.9554405,46.0617212,5.736802799627185,0.0026795994490385056,2.7995556592941284e-06,71.75664689863189,0.0023420006036758423
