gt_frame_offset_relative_to_prediction,pair_count,mean_max_iou,median_max_iou,maximum_iou,count_iou_ge_0_5
-2,251,0.41924430809655233,0.47886003266331856,0.8065618578291062,123
-1,252,0.6133949797333168,0.7073519588827051,0.8934226755328808,181
0,253,0.9119437110616978,0.944538229966494,0.9871953616401455,246
1,253,0.6018612413595228,0.6873493456888898,0.8907042863662473,181
2,253,0.40965817530135457,0.4624014190607114,0.7957063486214141,124
