gt_frame_offset_relative_to_prediction,pair_count,mean_max_iou,median_max_iou,maximum_iou,count_iou_ge_0_5
-2,43,0.2809884075862852,0.30090117637067687,0.6039201328397318,2
-1,43,0.48749249892581414,0.5729436834235057,0.781157563129653,30
0,44,0.8414509875293427,0.8862516167377821,0.943430444154815,42
1,44,0.4996624112831048,0.5751318221995961,0.7200200871481097,32
2,44,0.2439610572509975,0.24706539569701313,0.48494179090086925,0
