gt_frame_offset_relative_to_prediction,pair_count,mean_max_iou,median_max_iou,maximum_iou,count_iou_ge_0_5
-2,190,0.21709017425645613,0.24819368899037317,0.6195806871077603,12
-1,191,0.2710392458849463,0.3566145203337603,0.7179160849482411,36
0,192,0.27456202429510973,0.3592373490638463,0.8184232155118759,29
1,192,0.2458315916909149,0.28207466834875583,0.818283104293478,21
2,192,0.1739326540729185,0.1345842694539604,0.7650300996999458,9
