iteration,fog_percent,illumination_lux,camera_noise,person_ap50,vehicle_ap50,map50,verdict,detected_intruder_count,next_condition_calculation
1,5.0,12000.0,0.02,0.0,0.0,0.0,FAIL,0,stop_unbracketed: FAIL exists but no PASS/MARGINAL anchor
