session_id,scenario_id,trajectory_name,iteration,fog_percent,illumination_lux,camera_noise,person_ap50,vehicle_ap50,map50,person_gt_count,vehicle_gt_count,person_detection_count,vehicle_detection_count,person_tp,person_fp,person_fn,vehicle_tp,vehicle_fp,vehicle_fn,total_tp,total_fp,total_fn,precision,recall,person_precision,person_recall,vehicle_precision,vehicle_recall,maximum_iou,mean_iou,verdict,nonfail_anchor,fail_anchor,next_environment,next_condition_calculation,simulation_seconds,frame_rendering_seconds,yolov8_inference_seconds,metric_scoring_seconds,policy_seconds,total_execution_seconds,evaluation_store_used,evaluation_cache_key,trajectory_config_sha256,weights_sha256,gt_version
kci_multi_scenario_symmetric_v1__20260902_201715_587801,S3,남서-북동 대각선 통과,1,5.0,12000.0,0.02,0.8048311688311688,0.6849139527554483,0.7448725607933085,154,134,126,146,124,2,30,103,43,31,227,45,61,0.8345588235294118,0.7881944444444444,0.9841269841269841,0.8051948051948052,0.7054794520547946,0.7686567164179104,0.9848897250320222,0.9017652840015214,PASS,"{""cache_key"": ""0cb7482610fe9f09c6c1c40a"", ""camera_noise"": 0.02, ""fog_percent"": 5.0, ""illumination_lux"": 12000.0, ""map50"": 0.7448725607933085, ""verdict"": ""PASS""}",null,"{""camera_noise"": 0.22, ""fog_percent"": 35.0, ""illumination_lux"": 6000.0}","common_pre_fail_degradation: fog+30pp, illumination*0.50, noise+0.20",0.0242348,46.9696163,50.35820659995079,0.00372370146214962,2.7099624276161194e-05,97.35580850103722,True,0cb7482610fe9f09c6c1c40a,6D8116DE430379AF03C26E0F1DA6DC6AAA4F3749C74425BC01BD15C30022BCC6,C5C549611CBE39EBCDB051863EE80F92AE0072266FEEB71A21CC7AABEBF57ECA,rendered_instance_mask_v1
kci_multi_scenario_symmetric_v1__20260902_201715_587801,S3,남서-북동 대각선 통과,2,35.0,6000.0,0.22,0.7922077922077922,0.7985074626865671,0.7953576274471796,154,134,123,107,122,1,32,107,0,27,229,1,59,0.9956521739130435,0.7951388888888888,0.991869918699187,0.7922077922077922,1.0,0.7985074626865671,0.9829642835058082,0.9250824131921315,PASS,"{""cache_key"": ""c31b4cdd589d783b3a0dada7"", ""camera_noise"": 0.22, ""fog_percent"": 35.0, ""illumination_lux"": 6000.0, ""map50"": 0.7953576274471796, ""verdict"": ""PASS""}",null,"{""camera_noise"": 0.42, ""fog_percent"": 65.0, ""illumination_lux"": 3000.0}","common_pre_fail_degradation: fog+30pp, illumination*0.50, noise+0.20",0.0201228,53.1110086,16.74095030128956,0.0029368996620178223,3.910064697265625e-05,69.87505770159855,True,c31b4cdd589d783b3a0dada7,6D8116DE430379AF03C26E0F1DA6DC6AAA4F3749C74425BC01BD15C30022BCC6,C5C549611CBE39EBCDB051863EE80F92AE0072266FEEB71A21CC7AABEBF57ECA,rendered_instance_mask_v1
kci_multi_scenario_symmetric_v1__20260902_201715_587801,S3,남서-북동 대각선 통과,3,65.0,3000.0,0.42,0.6428571428571429,0.43283582089552236,0.5378464818763327,154,134,99,58,99,0,55,58,0,76,157,0,131,1.0,0.5451388888888888,1.0,0.6428571428571429,1.0,0.43283582089552236,0.9822896341580346,0.9095832528975781,PASS,"{""cache_key"": ""d5c6c2ead5133533a17ca4a0"", ""camera_noise"": 0.42, ""fog_percent"": 65.0, ""illumination_lux"": 3000.0, ""map50"": 0.5378464818763327, ""verdict"": ""PASS""}",null,"{""camera_noise"": 0.6, ""fog_percent"": 95.0, ""illumination_lux"": 1500.0}","common_pre_fail_degradation: fog+30pp, illumination*0.50, noise+0.20",0.0317198,52.0616187,4.322494398802519,0.0025100000202655792,2.7101486921310425e-05,56.4183700003097,True,d5c6c2ead5133533a17ca4a0,6D8116DE430379AF03C26E0F1DA6DC6AAA4F3749C74425BC01BD15C30022BCC6,C5C549611CBE39EBCDB051863EE80F92AE0072266FEEB71A21CC7AABEBF57ECA,rendered_instance_mask_v1
kci_multi_scenario_symmetric_v1__20260902_201715_587801,S3,남서-북동 대각선 통과,4,95.0,1500.0,0.6,0.0,0.0,0.0,154,134,0,0,0,0,154,0,0,134,0,0,288,0.0,0.0,0.0,0.0,0.0,0.0,null,null,FAIL,"{""cache_key"": ""d5c6c2ead5133533a17ca4a0"", ""camera_noise"": 0.42, ""fog_percent"": 65.0, ""illumination_lux"": 3000.0, ""map50"": 0.5378464818763327, ""verdict"": ""PASS""}","{""cache_key"": ""44e2e763adf78ea43cd4f4bd"", ""camera_noise"": 0.6, ""fog_percent"": 95.0, ""illumination_lux"": 1500.0, ""map50"": 0.0, ""verdict"": ""FAIL""}","{""camera_noise"": 0.51, ""fog_percent"": 80.0, ""illumination_lux"": 2250.0}",symmetric_midpoint: 0.50*nonfail + 0.50*fail,0.0180907,49.4928623,4.116134000942111,0.0009038001298904419,2.7399510145187378e-05,53.62801820058215,True,44e2e763adf78ea43cd4f4bd,6D8116DE430379AF03C26E0F1DA6DC6AAA4F3749C74425BC01BD15C30022BCC6,C5C549611CBE39EBCDB051863EE80F92AE0072266FEEB71A21CC7AABEBF57ECA,rendered_instance_mask_v1
kci_multi_scenario_symmetric_v1__20260902_201715_587801,S3,남서-북동 대각선 통과,5,80.0,2250.0,0.51,0.0,0.05970149253731343,0.029850746268656716,154,134,0,9,0,0,154,8,1,126,8,1,280,0.8888888888888888,0.027777777777777776,0.0,0.0,0.8888888888888888,0.05970149253731343,0.9259538878757447,0.8231447912733575,FAIL,"{""cache_key"": ""d5c6c2ead5133533a17ca4a0"", ""camera_noise"": 0.42, ""fog_percent"": 65.0, ""illumination_lux"": 3000.0, ""map50"": 0.5378464818763327, ""verdict"": ""PASS""}","{""cache_key"": ""9763c61d206162b93d879ec8"", ""camera_noise"": 0.51, ""fog_percent"": 80.0, ""illumination_lux"": 2250.0, ""map50"": 0.029850746268656716, ""verdict"": ""FAIL""}","{""camera_noise"": 0.465, ""fog_percent"": 72.5, ""illumination_lux"": 2625.0}",symmetric_midpoint: 0.50*nonfail + 0.50*fail,0.0202171,50.0232643,4.2005305998027325,0.0014674998819828033,3.71001660823822e-05,54.2455165998508,True,9763c61d206162b93d879ec8,6D8116DE430379AF03C26E0F1DA6DC6AAA4F3749C74425BC01BD15C30022BCC6,C5C549611CBE39EBCDB051863EE80F92AE0072266FEEB71A21CC7AABEBF57ECA,rendered_instance_mask_v1
kci_multi_scenario_symmetric_v1__20260902_201715_587801,S3,남서-북동 대각선 통과,6,72.5,2625.0,0.465,0.5064935064935064,0.17164179104477612,0.3390676487691413,154,134,78,23,78,0,76,23,0,111,101,0,187,1.0,0.3506944444444444,1.0,0.5064935064935064,1.0,0.17164179104477612,0.9696960394291027,0.889811680109546,MARGINAL,"{""cache_key"": ""f01aba3f4f24eed13c4042e9"", ""camera_noise"": 0.465, ""fog_percent"": 72.5, ""illumination_lux"": 2625.0, ""map50"": 0.3390676487691413, ""verdict"": ""MARGINAL""}","{""cache_key"": ""9763c61d206162b93d879ec8"", ""camera_noise"": 0.51, ""fog_percent"": 80.0, ""illumination_lux"": 2250.0, ""map50"": 0.029850746268656716, ""verdict"": ""FAIL""}","{""camera_noise"": 0.4875, ""fog_percent"": 76.25, ""illumination_lux"": 2437.5}",symmetric_midpoint: 0.50*nonfail + 0.50*fail,0.0195368,50.4608555,4.394140999764204,0.0019541997462511063,2.7399510145187378e-05,54.8765148990206,True,f01aba3f4f24eed13c4042e9,6D8116DE430379AF03C26E0F1DA6DC6AAA4F3749C74425BC01BD15C30022BCC6,C5C549611CBE39EBCDB051863EE80F92AE0072266FEEB71A21CC7AABEBF57ECA,rendered_instance_mask_v1
kci_multi_scenario_symmetric_v1__20260902_201715_587801,S3,남서-북동 대각선 통과,7,76.25,2437.5,0.4875,0.14285714285714285,0.09594882729211088,0.11940298507462686,154,134,22,14,22,0,132,13,1,121,35,1,253,0.9722222222222222,0.12152777777777778,1.0,0.14285714285714285,0.9285714285714286,0.09701492537313433,0.9659117562850523,0.8774849041462994,FAIL,"{""cache_key"": ""f01aba3f4f24eed13c4042e9"", ""camera_noise"": 0.465, ""fog_percent"": 72.5, ""illumination_lux"": 2625.0, ""map50"": 0.3390676487691413, ""verdict"": ""MARGINAL""}","{""cache_key"": ""cc629825fe23307ae869fc87"", ""camera_noise"": 0.4875, ""fog_percent"": 76.25, ""illumination_lux"": 2437.5, ""map50"": 0.11940298507462686, ""verdict"": ""FAIL""}","{""camera_noise"": 0.4763, ""fog_percent"": 74.38, ""illumination_lux"": 2531.2}",symmetric_midpoint: 0.50*nonfail + 0.50*fail,0.2890444,68.2797967,20.610057400539517,0.010922899469733238,0.0006179008632898331,89.19043930087254,False,cc629825fe23307ae869fc87,6D8116DE430379AF03C26E0F1DA6DC6AAA4F3749C74425BC01BD15C30022BCC6,C5C549611CBE39EBCDB051863EE80F92AE0072266FEEB71A21CC7AABEBF57ECA,rendered_instance_mask_v1
kci_multi_scenario_symmetric_v1__20260902_201715_587801,S3,남서-북동 대각선 통과,8,74.38,2531.2,0.4763,0.2987012987012987,0.12396351575456054,0.21133240722792962,154,134,46,18,46,0,108,17,1,117,63,1,225,0.984375,0.21875,1.0,0.2987012987012987,0.9444444444444444,0.12686567164179105,0.9691289753276497,0.8828051510234766,FAIL,"{""cache_key"": ""f01aba3f4f24eed13c4042e9"", ""camera_noise"": 0.465, ""fog_percent"": 72.5, ""illumination_lux"": 2625.0, ""map50"": 0.3390676487691413, ""verdict"": ""MARGINAL""}","{""cache_key"": ""ec169b900957362177c5b35f"", ""camera_noise"": 0.4763, ""fog_percent"": 74.38, ""illumination_lux"": 2531.2, ""map50"": 0.21133240722792962, ""verdict"": ""FAIL""}","{""camera_noise"": 0.4707, ""fog_percent"": 73.44, ""illumination_lux"": 2578.1}",symmetric_midpoint: 0.50*nonfail + 0.50*fail,0.0442958,50.3082962,34.60445469990373,0.0014958009123802185,5.340017378330231e-05,84.95859590098989,False,ec169b900957362177c5b35f,6D8116DE430379AF03C26E0F1DA6DC6AAA4F3749C74425BC01BD15C30022BCC6,C5C549611CBE39EBCDB051863EE80F92AE0072266FEEB71A21CC7AABEBF57ECA,rendered_instance_mask_v1
kci_multi_scenario_symmetric_v1__20260902_201715_587801,S3,남서-북동 대각선 통과,9,73.44,2578.1,0.4707,0.40909090909090917,0.1567164179104478,0.28290366350067847,154,134,63,21,63,0,91,21,0,113,84,0,204,1.0,0.2916666666666667,1.0,0.4090909090909091,1.0,0.15671641791044777,0.9705292223719821,0.8879898760342264,MARGINAL,"{""cache_key"": ""5ef665e671c35a51bdf62881"", ""camera_noise"": 0.4707, ""fog_percent"": 73.44, ""illumination_lux"": 2578.1, ""map50"": 0.28290366350067847, ""verdict"": ""MARGINAL""}","{""cache_key"": ""ec169b900957362177c5b35f"", ""camera_noise"": 0.4763, ""fog_percent"": 74.38, ""illumination_lux"": 2531.2, ""map50"": 0.21133240722792962, ""verdict"": ""FAIL""}","{""camera_noise"": 0.4735, ""fog_percent"": 73.91, ""illumination_lux"": 2554.6}",symmetric_midpoint: 0.50*nonfail + 0.50*fail,0.026416,52.4221127,4.725508200004697,0.0022656992077827454,3.8100406527519226e-05,57.176340699619004,False,5ef665e671c35a51bdf62881,6D8116DE430379AF03C26E0F1DA6DC6AAA4F3749C74425BC01BD15C30022BCC6,C5C549611CBE39EBCDB051863EE80F92AE0072266FEEB71A21CC7AABEBF57ECA,rendered_instance_mask_v1
kci_multi_scenario_symmetric_v1__20260902_201715_587801,S3,남서-북동 대각선 통과,10,73.91,2554.6,0.4735,0.36363636363636365,0.13432835820895525,0.24898236092265946,154,134,56,18,56,0,98,18,0,116,74,0,214,1.0,0.2569444444444444,1.0,0.36363636363636365,1.0,0.13432835820895522,0.9699824274953509,0.887285448196962,FAIL,"{""cache_key"": ""5ef665e671c35a51bdf62881"", ""camera_noise"": 0.4707, ""fog_percent"": 73.44, ""illumination_lux"": 2578.1, ""map50"": 0.28290366350067847, ""verdict"": ""MARGINAL""}","{""cache_key"": ""8bddf7b7c9d0a23d09e55bcd"", ""camera_noise"": 0.4735, ""fog_percent"": 73.91, ""illumination_lux"": 2554.6, ""map50"": 0.24898236092265946, ""verdict"": ""FAIL""}","{""camera_noise"": 0.4721, ""fog_percent"": 73.67, ""illumination_lux"": 2566.3}",symmetric_midpoint: 0.50*nonfail + 0.50*fail,0.0206904,52.6727859,95.66780130006373,0.002403300255537033,5.310028791427612e-05,148.36373400060717,False,8bddf7b7c9d0a23d09e55bcd,6D8116DE430379AF03C26E0F1DA6DC6AAA4F3749C74425BC01BD15C30022BCC6,C5C549611CBE39EBCDB051863EE80F92AE0072266FEEB71A21CC7AABEBF57ECA,rendered_instance_mask_v1
