experiment_id,session_id,search_method,detector,scenario_id,random_seed,repetition,iteration,execution_timestamp_utc,fog_percent,illumination_lux,camera_noise,detected_intruder_count,visible_intruder_count,target_detection_count,person_detection_count,vehicle_detection_count,person_true_positive_count,vehicle_true_positive_count,maximum_same_class_iou,person_ap50,vehicle_ap50,map50,verdict,nonfail_anchor,fail_anchor,next_environment,next_condition_calculation,first_fail_discovered,cache_key,evaluation_cache_hit,model_weights_filename,model_weights_sha256,weights_provenance,ultralytics_version,python_version,matlab_version,matlab_release,device_name,actual_image_width,actual_image_height,yolo_input_size,confidence_threshold,nms_iou_threshold,ap_iou_threshold,class_mapping,simulation_seconds,geometry_simulation_seconds,frame_rendering_seconds,yolov8_inference_seconds,metric_scoring_seconds,next_scenario_seconds,accounted_iteration_seconds,iteration_wall_seconds
kci_yolov8s_boundary_search_v1,kci_yolov8s_boundary_search_v1__20260902_173836_415067__seed42,symmetric,yolov8,mountain_uav_default_layout,42,1,1,2026-09-02T08:39:12.712060+00:00,5.0,12000.0,0.02,1,1,1,1,0,1,0,0.9557104388470646,1.0,0.0,1.0,PASS,"{""cache_key"": ""3fe3369086b744f1d25d"", ""camera_noise"": 0.02, ""fog_percent"": 5.0, ""illumination_lux"": 12000.0, ""map50"": 1.0, ""verdict"": ""PASS""}",null,"{""camera_noise"": 0.22, ""fog_percent"": 35.0, ""illumination_lux"": 6000.0}","common_pre_fail_degradation: fog+30pp, illumination*0.50, noise+0.20",False,3fe3369086b744f1d25d,False,best.pt,C5C549611CBE39EBCDB051863EE80F92AE0072266FEEB71A21CC7AABEBF57ECA,custom YOLOv8s fine-tuned on scenario-separated MATLAB simulation data,8.4.46,3.11.9,25.2.0.3150157 (R2025b) Update 4,2025b,NVIDIA GeForce RTX 2060,640,360,640,0.25,0.7,0.5,"{""0"": ""person"", ""1"": ""vehicle""}",22.9793876,0.2237045,22.7556831,1.2316247001290321,0.003527700901031494,3.5200268030166626e-05,24.214575201298093,33.16471040062606
