candidate,sha256,model_definition,training_data,class_count,resolved_mapping,person_ap50,vehicle_ap50,map50,verdict,person_gt,vehicle_gt,person_detections,vehicle_detections,person_tp,vehicle_tp,maximum_same_class_iou,mean_detection_max_iou,clipped_gt_map50_diagnostic_only,inference_seconds
C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\runs\full_yolov8s_seed42\weights\best.pt,C5C549611CBE39EBCDB051863EE80F92AE0072266FEEB71A21CC7AABEBF57ECA,C:\Users\lab\Counterfactual-XAI-Verifier\yolov8s.pt,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\training\yolov8s_sim_20260902\data.yaml,2,"{""0"": ""person"", ""1"": ""vehicle""}",0.9661016949152542,0.9839837758285153,0.9750427353718847,PASS,118,131,114,139,114,129,0.9871953616401455,0.9119437110616978,0.9750427353718847,4.317952999845147
