experiment_id,session_id,search_method,detector,scenario_id,random_seed,repetition,iteration,fog_percent,illumination_lux,camera_noise,detected_intruder_count,visible_intruder_count,person_ap50,vehicle_ap50,map50,verdict,nonfail_anchor,fail_anchor,next_environment,next_condition_calculation,first_fail_discovered,cache_key,evaluation_cache_hit,model_weights_filename,model_weights_sha256,simulation_seconds,geometry_simulation_seconds,frame_rendering_seconds,yolov8_inference_seconds,metric_scoring_seconds,next_scenario_seconds,accounted_iteration_seconds,iteration_wall_seconds
kci_yolov8s_boundary_search_v1,kci_yolov8s_boundary_search_v1__20260901_230143_288130__seed42,asymmetric,yolov8,mountain_uav_default_layout,42,1,1,5.0,12000.0,0.02,0,5,0.0,0.0,0.0,FAIL,null,"{""cache_key"": ""40e6dc6ae0acf5e2b40d"", ""camera_noise"": 0.02, ""fog_percent"": 5.0, ""illumination_lux"": 12000.0, ""map50"": 0.0, ""verdict"": ""FAIL""}",null,stop_unbracketed: FAIL exists but no PASS/MARGINAL anchor,True,40e6dc6ae0acf5e2b40d,True,yolov8s.pt,1F47A78BF100391C2A140B7AC73A1CAAE18C32779BE7D310658112F7AC9AA78A,66.0171617,19.9554405,46.0617212,5.736802799627185,0.0026795994490385056,4.0996819734573364e-06,71.7566481987582,0.011977199465036392
