iteration,fog_percent,illumination_lux,camera_noise,person_ap50,vehicle_ap50,map50,verdict,detected_intruder_count,visible_intruder_count,person_detection_count,vehicle_detection_count,person_true_positive_count,vehicle_true_positive_count,nonfail_anchor,fail_anchor,evaluation_cache_hit,simulation_seconds,yolov8_inference_seconds,accounted_iteration_seconds,next_condition_calculation
1,5.0,12000.0,0.02,1.0,0.0,1.0,PASS,1,1,1,0,1,0,"{'fog_percent': 5.0, 'illumination_lux': 12000.0, 'camera_noise': 0.02, 'map50': 1.0, 'verdict': 'PASS', 'cache_key': '3fe3369086b744f1d25d'}",,False,22.9793876,1.2316247001290321,24.214575201298093,"common_pre_fail_degradation: fog+30pp, illumination*0.50, noise+0.20"
