gt_frame_offset_relative_to_prediction,pair_count,mean_max_iou,median_max_iou,maximum_iou,count_iou_ge_0_5
-2,190,0.14382851288781612,0.07400836402061856,0.6384859452408166,8
-1,191,0.2682523134496881,0.3191337293367053,0.8044444811551124,37
0,192,0.4552155935316285,0.6879175700109539,0.9275195606065614,117
1,192,0.2900608708976852,0.3563368708179995,0.7605251765583638,57
2,192,0.1571551525162497,0.08933941669908887,0.7209361213410423,10
